301,basking," derive or receive pleasure from; get enjoyment from; take pleasure in
","In the meantime, he can bask in the glow of his many awards.",hard
302,bask," derive or receive pleasure from; get enjoyment from; take pleasure in
","In the meantime, he can bask in the glow of his many awards.",hard
303,basket," a container that is usually woven and has handles
",The basket floor is opened to drop the stack into the case.,easy
304,basketry, the craft of basket making,Achomawi basketry was of the twined type.,hard
305,basque," a member of a people of unknown origin living in the western Pyrenees in France and Spain
",Aide was the Basque numenistic deity of the air.,hard
306,bass," the lowest part of the musical range
",On the original it has muted bass guitar at the begginning.,easy
307,basses," the lowest part of the musical range
",On the original it has muted bass guitar at the begginning.,easy
308,basset, smooth-haired breed of hound with short legs and long ears,It's probably closer to the Basset Hound.,hard
309,bassinet," a basket (usually hooded) used as a baby's bed
",The term is also written as bassinet or basinet.,hard
310,basso," an adult male singer with the lowest voice
",Basso continuo in recitativi secchi is made of cembalo and violoncello.,hard
